Row.names	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val
16872611	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	5.36858	7.07717	8.08993006053248	1.29014735599792e-08	2.70817191869983e-07
16857237	TNFAIP8L1	tumor necrosis factor, alpha-induced protein 8-like 1	1.28556433333333	7.1092716	8.07900342224232	1.3237990367553e-08	2.76259922010609e-07
17016403	HIST1H3G	histone cluster 1, H3g	2.51837566666666	8.2259684	8.06796034592259	1.35872293979891e-08	2.82513505583079e-07
17121388	RHPN2	rhophilin, Rho GTPase binding protein 2	1.01586133333333	9.9759948	8.06656621558587	1.36319845709265e-08	2.83237939786764e-07
17109301	ACE2	angiotensin I converting enzyme 2	2.82541266666666	6.7017736	8.0554944467879	1.39928183187798e-08	2.88844527853483e-07
16676795	CR2	complement component (3d/Epstein Barr virus) receptor 2	1.60218366666666	4.9552532	8.05354679339361	1.40572973971757e-08	2.8957858094258e-07
16929006	SLC35E4,LOC101929728	solute carrier family 35, member E4,uncharacterized LOC101929728	1.00605666666667	6.566128	8.05209401310182	1.41055911677774e-08	2.89915564080743e-07
17018720	TMEM217	transmembrane protein 217	1.001064	5.8492084	8.0408887058517	1.44838345815698e-08	2.96410222178271e-07
17002898	STC2	stanniocalcin 2	1.59181633333333	7.9858148	8.02100189292671	1.51808924328632e-08	3.08685349405315e-07
16994272	SEMA5A	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	2.10425166666667	7.452926	8.00513306236348	1.57616904601406e-08	3.18680633231251e-07
17121498	ARHGAP23	Rho GTPase activating protein 23	1.50905866666666	6.7498672	8.00277276904498	1.58499998551936e-08	3.19787179281799e-07
17009446	ADGRF4	adhesion G protein-coupled receptor F4	1.93560266666667	5.0608976	7.98333142056474	1.65969301567083e-08	3.32742243962806e-07
17114970	GABRE,MIR224,MIR452	gamma-aminobutyric acid (GABA) A receptor, epsilon,microRNA 224,microRNA 452	1.073005	5.699922	7.94521603747168	1.81676167060581e-08	3.58446575742662e-07
16834098	LOC101059954	uncharacterized LOC101059954	1.166581	3.8280876	7.94366796737414	1.82345344358931e-08	3.59518574395466e-07
16683541	IL22RA1	interleukin 22 receptor, alpha 1	1.73532833333333	8.174542	7.92708936162641	1.8967183266238e-08	3.71400588576527e-07
17072661	CASC21	cancer susceptibility candidate 21 (non-protein coding)	2.005576	6.1423576	7.9247211735653	1.90742710200343e-08	3.72794672851862e-07
16969473	GSTCD	glutathione S-transferase, C-terminal domain containing	1.02040799999999	8.0341628	7.92464942669049	1.90775249994547e-08	3.72794672851862e-07
16705831	SLC29A3	solute carrier family 29 (equilibrative nucleoside transporter), member 3	1.33303966666667	7.7844088	7.91348791511627	1.95907207480934e-08	3.80998843466494e-07
16793190	WDHD1	WD repeat and HMG-box DNA binding protein 1	1.97316733333333	7.8938444	7.91171836408365	1.96733708739261e-08	3.82086018013048e-07
16863419	IGFL1	IGF-like family member 1	2.09772433333333	5.9124156	7.90936167003681	1.97839988514351e-08	3.8345255304386e-07
16688420	LRRC40	leucine rich repeat containing 40	1.010716	8.6546456	7.90750184338054	1.9871752067057e-08	3.84111018135149e-07
16981004	PPID	peptidylprolyl isomerase D	1.10599533333333	8.2536212	7.88624358906635	2.09035456993928e-08	3.99727842761683e-07
16750996	ASIC1	acid sensing (proton gated) ion channel 1	1.06072266666667	6.4567076	7.87163708853243	2.16441154651035e-08	4.12508829034384e-07
16851795	LOC646778	uncharacterized LOC646778	1.07285266666666	5.7962516	7.8378440038044	2.34621078248033e-08	4.43019800691875e-07
17051286	FLNC	filamin C, gamma	1.258384	7.2676524	7.82774501846288	2.40351794845415e-08	4.52048086039411e-07
16873007	ETHE1	ethylmalonic encephalopathy 1	1.13552266666666	10.9812076	7.79370867227888	2.60742286335115e-08	4.86075059297303e-07
17112675	XKRX	XK, Kell blood group complex subunit-related, X-linked	1.40923766666666	5.6994376	7.79258465755335	2.61445064789104e-08	4.86594401039734e-07
16788046	GSKIP	GSK3B interacting protein	1.211637	9.0898112	7.78948486136648	2.63393234585653e-08	4.89901127531089e-07
16780917	IRS2	insulin receptor substrate 2	1.56355833333333	7.252754	7.77837880774156	2.70495922778431e-08	5.00116603099117e-07
17092688	HAUS6	HAUS augmin-like complex, subunit 6	1.257677	8.7552172	7.77804498025922	2.70712423200982e-08	5.00116603099117e-07
16749632	LINC00941	long intergenic non-protein coding RNA 941	1.10248266666666	8.0495056	7.77420753251408	2.73213924865785e-08	5.03577330289717e-07
17120304	LINC01057	long intergenic non-protein coding RNA 1057	1.00944833333333	8.50878	7.7629532570976	2.80687396141887e-08	5.15026218392907e-07
16830469	CHRNB1	cholinergic receptor, nicotinic, beta 1 (muscle)	1.77335133333333	8.9593808	7.70078402859781	3.25907071816474e-08	5.85955892682496e-07
16944464	NR1I2	nuclear receptor subfamily 1, group I, member 2	2.67042799999999	6.6282568	7.69916861851711	3.27176641677011e-08	5.87499024265904e-07
16840982	MYH10	myosin, heavy chain 10, non-muscle	1.33673833333333	8.021234	7.68830270444936	3.35848709058887e-08	5.99304295384343e-07
16851344	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide 16kDa	1.03612566666666	8.0251584	7.68707222564402	3.36845452563186e-08	6.00707723737681e-07
16747211	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	1.149525	8.493606	7.68579849762726	3.37880415547991e-08	6.02177516643204e-07
16843162	EVI2B	ecotropic viral integration site 2B	1.161449	3.8753244	7.67487851599732	3.46887900119321e-08	6.16691998662656e-07
16828344	MLKL	mixed lineage kinase domain-like	1.003883	7.9247088	7.66559383970615	3.5473940792863e-08	6.28694177736539e-07
16970991	LOC101927613	uncharacterized LOC101927613	1.40339566666667	4.5821524	7.64136565963681	3.76094566879397e-08	6.58776559238349e-07
16851081	TUBB6	tubulin, beta 6 class V	1.633435	8.607044	7.62862986305293	3.87842585109388e-08	6.74392867558741e-07
17022754	LAMA4	laminin, alpha 4	1.72717566666667	6.2658644	7.62597057563527	3.90342584314471e-08	6.77761948681151e-07
16833629	ARHGAP23	Rho GTPase activating protein 23	1.02816766666666	7.1464576	7.61787650430391	3.98053662374277e-08	6.89211823052771e-07
16711383	TUBAL3	tubulin, alpha-like 3	1.812275	6.167664	7.50692309035531	5.20916396684777e-08	8.6978729029149e-07
16820398	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	1.58773533333333	8.7263192	7.50184596639694	5.27387986680284e-08	8.79051773131215e-07
16943230	LINC00973	long intergenic non-protein coding RNA 973	1.33964566666667	4.3181384	7.48584874279141	5.48321174035391e-08	9.05490613931624e-07
17056192	HOXA13	homeobox A13	2.05339366666666	6.2331512	7.47831283860455	5.58474498113769e-08	9.17484642703409e-07
16970536	HSPA4L	heat shock 70kDa protein 4-like	1.13472566666666	9.5492884	7.46120363711532	5.8224522253329e-08	9.47336103009573e-07
17121496	ARHGAP23	Rho GTPase activating protein 23	1.42803866666666	6.6640992	7.4595673816127	5.84572037772673e-08	9.49439371638857e-07
16843549	CCL15-CCL14,CCL14	CCL15-CCL14 readthrough (NMD candidate),chemokine (C-C motif) ligand 14	2.27402966666666	5.4170448	7.45923548915331	5.85045158360139e-08	9.49667905067659e-07
17122086	LINC01224	long intergenic non-protein coding RNA 1224	1.43358866666667	6.2830092	7.45883452225985	5.85617267883539e-08	9.50056770367111e-07
16917183	JAG1	jagged 1	1.04900733333332	10.6103564	7.45854377259418	5.86032474088447e-08	9.50190791840683e-07
17019698	RCAN2	regulator of calcineurin 2	1.26845066666666	6.0806004	7.45813135603456	5.86621942952662e-08	9.50607049813647e-07
16863063	CBLC	Cbl proto-oncogene C, E3 ubiquitin protein ligase	1.07232966666666	8.5576928	7.45406564703328	5.92465591777515e-08	9.56279632287674e-07
17093031	MOB3B	MOB kinase activator 3B	2.07051666666666	9.471574	7.44696135245052	6.02819708035057e-08	9.69543559288482e-07
16799637	RAD51	RAD51 recombinase	1.54647466666666	7.0121828	7.42166407348483	6.4121378741421e-08	1.01658361224398e-06
16729064	SLCO2B1	solute carrier organic anion transporter family, member 2B1	1.74515633333333	5.7385068	7.39111366966294	6.90929003077628e-08	1.08516496365722e-06
16796998	CKB	creatine kinase, brain	1.74734933333333	9.0638956	7.38662080417497	6.98565450671834e-08	1.09655584396943e-06
16870962	LINC01224	long intergenic non-protein coding RNA 1224	1.14290766666666	5.2356616	7.38238385948315	7.05845867560369e-08	1.10737565021044e-06
17077331	PLAG1	pleiomorphic adenoma gene 1	1.19587066666667	6.7933604	7.36296354881789	7.40220614053539e-08	1.15370227620816e-06
16679742	TRIM58	tripartite motif containing 58	1.38362733333333	7.4652124	7.35497519128382	7.54852085397919e-08	1.1707583728411e-06
16878081	KHK	ketohexokinase (fructokinase)	1.07971533333333	7.8521172	7.32748886325248	8.07490714654177e-08	1.23894748802122e-06
16664074	HPDL	4-hydroxyphenylpyruvate dioxygenase-like	2.04878199999999	8.8271972	7.32625498029242	8.099397404342e-08	1.24203802707808e-06
16864427	MYH14	myosin, heavy chain 14, non-muscle	1.07404833333333	8.763394	7.2936466046812	8.77484100797773e-08	1.33132465617056e-06
16911040	CDC25B	cell division cycle 25B	1.02246266666666	9.0561036	7.28692616053325	8.92104577803229e-08	1.34778083993974e-06
16944931	FAM86JP	family with sequence similarity 86, member A pseudogene	1.447921	5.2309196	7.28244074076611	9.02000833700128e-08	1.36057348563775e-06
17095217	FRMD3	FERM domain containing 3	1.73312033333333	6.8948312	7.26643846341986	9.38229042043341e-08	1.4063098374678e-06
17100350	LRRC26	leucine rich repeat containing 26	1.56911633333333	8.0489828	7.26140689803601	9.49924424327844e-08	1.42160245566381e-06
16982635	TRIP13	thyroid hormone receptor interactor 13	1.75143833333333	8.197042	7.25019725122737	9.76518051959621e-08	1.45758329291716e-06
16819892	CES2	carboxylesterase 2	1.70531833333333	9.971092	7.21597677273432	1.06249894605724e-07	1.56547356317222e-06
17018601	C6orf222	chromosome 6 open reading frame 222	1.540951	6.7926376	7.20373384775153	1.09510371447427e-07	1.60769226310172e-06
17122492	MIR4435-2HG,LINC00152,LOC101927260	MIR4435-2 host gene,long intergenic non-protein coding RNA 152,uncharacterized LOC101927260	1.053123	7.6280508	7.19988145605509	1.10557295800409e-07	1.61875879539326e-06
16968314	PRDM8	PR domain containing 8	1.10073833333333	5.710846	7.1897306758908	1.13365039440402e-07	1.649885793058e-06
16919543	LOC101929863	uncharacterized LOC101929863	1.23169866666666	5.5866332	7.17663341760948	1.17095596151785e-07	1.69571921586561e-06
16958065	ILDR1	immunoglobulin-like domain containing receptor 1	1.04451466666666	7.7813668	7.17659112033994	1.17107844618392e-07	1.69571921586561e-06
16792954	NID2	nidogen 2 (osteonidogen)	1.73108733333333	6.0932704	7.16839273170288	1.19506788491635e-07	1.72346766300733e-06
16808696	SLC30A4	solute carrier family 30 (zinc transporter), member 4	1.082201	8.1882496	7.16414325057951	1.20769901937867e-07	1.73992704410636e-06
16734016	CDHR5	cadherin-related family member 5	2.252086	8.1180116	7.15980267462601	1.22074154849375e-07	1.75341203111704e-06
17005894	ZSCAN12P1	zinc finger and SCAN domain containing 12 pseudogene 1	1.00459566666667	6.0781724	7.15111101905076	1.24729175229093e-07	1.78437045924885e-06
16747098	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8	1.05244433333333	5.8389756	7.13031117294195	1.31324593036878e-07	1.86471784218219e-06
16762470	BHLHE41	basic helix-loop-helix family, member e41	1.95347333333333	8.777128	7.12468956377071	1.33167467681398e-07	1.88713362311005e-06
16705551	HKDC1	hexokinase domain containing 1	2.33371233333333	6.7546204	7.11754177496571	1.35548800241614e-07	1.91612749831898e-06
16944055	SIDT1	SID1 transmembrane family, member 1	1.61721933333333	6.7478976	7.11712042311745	1.3569052441621e-07	1.9170588911001e-06
16821294	MIR4720,GAN	microRNA 4720,gigaxonin	1.11670533333333	4.2801212	7.11694702005245	1.35748893440285e-07	1.9170588911001e-06
16748449	PTMA,MIR1244-1,MIR1244-2,MIR1244-3,LOC728026,LOC100506248	prothymosin, alpha,microRNA 1244-1,microRNA 1244-2,microRNA 1244-3,prothymosin alpha-like,prothymosin alpha	1.29616233333333	8.0695904	7.08405823636545	1.4729580832386e-07	2.05373057491671e-06
16974524	FGFBP1	fibroblast growth factor binding protein 1	1.63639933333333	7.9584416	7.07595819993089	1.50290303613229e-07	2.09446033362261e-06
17012804	MYB	v-myb avian myeloblastosis viral oncogene homolog	1.77349066666667	7.5370904	7.06103945298823	1.55969066059304e-07	2.16337413111875e-06
16874647	KLK1	kallikrein 1	1.288626	8.5228416	7.05540378851382	1.58170772481762e-07	2.18509709817769e-06
17122230	IGSF3	immunoglobulin superfamily, member 3	1.01338933333333	7.5586936	7.03178941612991	1.67746334996107e-07	2.29460608261171e-06
16904278	DPP4	dipeptidyl-peptidase 4	2.65677366666666	9.2456612	7.03027515482226	1.68380164206651e-07	2.29945167840336e-06
16873507	IGFL4	IGF-like family member 4	2.464061	6.0866936	7.02985550136043	1.68556251553471e-07	2.30075659370813e-06
16987298	SLF1	SMC5-SMC6 complex localization factor 1	1.11591633333333	6.7445848	7.01550972769912	1.74690019798926e-07	2.36769909345319e-06
16707221	KIF20B	kinesin family member 20B	1.64347033333333	8.0738052	7.00629325354772	1.78750257250444e-07	2.41242358543217e-06
16956532	VGLL3	vestigial-like family member 3	1.43037833333333	6.344386	7.00475736537437	1.7943617160442e-07	2.42035504559333e-06
17005589	HIST1H2AE	histone cluster 1, H2ae	1.566712	8.7746452	7.00151404699815	1.80893436828071e-07	2.43656039450314e-06
16949679	HRASLS	HRAS-like suppressor	1.46368433333333	5.7148256	7.0006217165466	1.81296484441039e-07	2.43868886874022e-06
16675323	RGS2	regulator of G-protein signaling 2	1.916594	6.6927624	6.99483841110029	1.83930970279691e-07	2.46584884557508e-06
17072135	NOV	nephroblastoma overexpressed	1.02855833333333	6.169188	6.9805287299665	1.90618494906561e-07	2.54356832367377e-06
17047946	RUNDC3B	RUN domain containing 3B	1.142307	5.7568392	6.97696539772371	1.92321995688215e-07	2.56370665037201e-06
16819666	CCDC113	coiled-coil domain containing 113	1.05325333333333	7.958268	6.96478221776635	1.98264434147137e-07	2.62519517399156e-06
16953279	CDC25A	cell division cycle 25A	1.58073933333333	7.5368216	6.96257457471761	1.99361091561377e-07	2.63804864512134e-06
17125784	LYPD8	LY6/PLAUR domain containing 8	2.76639233333333	6.9018624	6.95819830884506	2.01553330572592e-07	2.66212533570429e-06
16701106	CHML	choroideremia-like (Rab escort protein 2)	1.109433	7.6061108	6.94729765603559	2.07121308154879e-07	2.72558666636423e-06
16943819	PHLDB2	pleckstrin homology-like domain, family B, member 2	1.11165533333333	6.9234552	6.94657428768725	2.07496299135266e-07	2.72800817763249e-06
16955580	FAM3D	family with sequence similarity 3, member D	1.67152766666667	8.1444176	6.94438293703107	2.08636513202455e-07	2.74173714152757e-06
17115271	L1CAM	L1 cell adhesion molecule	1.08435266666666	5.9095676	6.93664556778063	2.12713775272456e-07	2.78379287483224e-06
16804902	BLM	Bloom syndrome, RecQ helicase-like	1.842674	7.3165824	6.93476598880574	2.13716431213605e-07	2.79563403083401e-06
16700370	PGBD5	piggyBac transposable element derived 5	1.29017766666667	6.0913036	6.91966603723099	2.21948219648564e-07	2.88876477774024e-06
16763600	AMIGO2	adhesion molecule with Ig-like domain 2	1.728987	5.2788392	6.91764083488839	2.23076572017345e-07	2.90080773143538e-06
17122646	MIR4435-2HG,LINC00152,LOC101927260	MIR4435-2 host gene,long intergenic non-protein coding RNA 152,uncharacterized LOC101927260	1.36087833333333	5.4848	6.90970428068773	2.27555087346678e-07	2.95232574496242e-06
16685165	CLSPN	claspin	1.57127099999999	6.8573456	6.90276372889292	2.31546606328141e-07	2.99594882073762e-06
16976894	LOC100506253	uncharacterized LOC100506253	1.88253833333333	7.611772	6.89683037443608	2.35015403115681e-07	3.0312212422627e-06
17075589	NEFL	neurofilament, light polypeptide	3.42946166666666	6.91759	6.89202276323197	2.37864856522781e-07	3.06106355225195e-06
16787208	GPR65	G protein-coupled receptor 65	2.69723433333333	6.2854476	6.88425391178382	2.42544017148182e-07	3.11146835469529e-06
16712277	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	2.250429	5.3904024	6.86136835989366	2.56880268664768e-07	3.26169439799278e-06
16788023	BDKRB2	bradykinin receptor B2	1.314473	6.7333748	6.85701409065677	2.59704178778191e-07	3.29023888404175e-06
16781732	TMEM253	transmembrane protein 253	1.460049	6.2253144	6.84286828040102	2.69098387994454e-07	3.38077038109655e-06
16828471	CHST6	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6	1.487923	6.7477248	6.83623300229662	2.73623395339302e-07	3.42857314975812e-06
16863820	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	1.618401	7.8505656	6.8349439432443	2.74511434536163e-07	3.43819253540712e-06
17021338	LOC101928820	uncharacterized LOC101928820	1.64347933333333	5.3274876	6.8081648619711	2.93638438981177e-07	3.63788229108987e-06
16863074	BCAM	basal cell adhesion molecule (Lutheran blood group)	1.36968833333333	8.78094	6.80714199423262	2.94395360544846e-07	3.64252102875951e-06
16777756	SLC46A3	solute carrier family 46, member 3	1.83209033333333	7.7222912	6.80232226375557	2.97988782504531e-07	3.68036842288338e-06
16901624	MALL	mal, T-cell differentiation protein-like	1.36651866666666	7.3882392	6.78342034559115	3.12517814190021e-07	3.83354290837042e-06
17058870	CCL24	chemokine (C-C motif) ligand 24	2.37263566666666	6.5255664	6.75133674690159	3.3885069049694e-07	4.09675216961789e-06
16911446	LOC101929395	uncharacterized LOC101929395	2.06592633333333	5.2198288	6.74416338910264	3.45040941188578e-07	4.16278490237183e-06
17122496	MIR4435-2HG,LINC00152	MIR4435-2 host gene,long intergenic non-protein coding RNA 152	1.283184	7.3840784	6.72883473886295	3.58657465297449e-07	4.29802228443071e-06
16795794	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5	1.123805	6.830384	6.72446547594471	3.62637975667498e-07	4.33870430915589e-06
16879883	MSH2	mutS homolog 2	1.23111166666666	7.970664	6.71938733230385	3.67320833475039e-07	4.38162375429995e-06
16920548	AURKA	aurora kinase A	1.14434199999999	7.5036892	6.71749717244755	3.69079538216571e-07	4.40076516164825e-06
17104363	EFNB1	ephrin-B1	1.29113366666666	9.9235872	6.71241681381456	3.73849164448658e-07	4.45206201714619e-06
16979389	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	1.48604	7.214516	6.7043770431563	3.81525732151684e-07	4.52120674269698e-06
16683377	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	1.28654033333333	6.3431752	6.69748677256993	3.88232289019502e-07	4.59081467922109e-06
16660014	PADI1	peptidyl arginine deiminase, type I	1.57153266666666	6.1300156	6.69074894631351	3.9490649411621e-07	4.65816830322296e-06
16837709	SLC16A5	solute carrier family 16 (monocarboxylate transporter), member 5	1.08883433333333	8.6593216	6.6669708119217	4.19407467027061e-07	4.90665517014583e-06
16943656	HHLA2	HERV-H LTR-associating 2	3.22846333333333	7.441306	6.65174607326507	4.35901889922628e-07	5.07055419104217e-06
16926050	RSPH1	radial spoke head 1 homolog (Chlamydomonas)	1.052387	6.8220732	6.63534365713027	4.54411923002297e-07	5.22727049214895e-06
16663223	RIMKLA	ribosomal modification protein rimK-like family member A	1.196481	7.7264456	6.61835422450485	4.74428404417535e-07	5.4196866127988e-06
16687188	ORC1	origin recognition complex, subunit 1	1.52228666666666	7.438112	6.61440271768733	4.79211135122812e-07	5.46615852891785e-06
16777278	SKA3	spindle and kinetochore associated complex subunit 3	1.717155	8.842898	6.58346890723711	5.18387659741653e-07	5.83523130463328e-06
16847095	RNF43	ring finger protein 43	1.30543599999999	10.0181676	6.57442399171091	5.30447063336154e-07	5.95689550017712e-06
17068385	GINS4	GINS complex subunit 4 (Sld5 homolog)	1.29682166666667	6.910362	6.57233233101652	5.3327621246e-07	5.98161292256369e-06
17028938	C6orf15	chromosome 6 open reading frame 15	1.48247733333333	7.8329244	6.55858526209647	5.52256049055062e-07	6.163048072443e-06
17005740	HCG11	HLA complex group 11 (non-protein coding)	1.11007533333333	6.2784092	6.54717118089189	5.68535959973473e-07	6.31512590998528e-06
16826230	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2	1.04698366666666	10.2997652	6.54636071666981	5.69710314581131e-07	6.32571083453879e-06
17119964	LOC654342,LOC645166,LOC100996732	lymphocyte-specific protein 1 pseudogene,lymphocyte-specific protein 1 pseudogene,uncharacterized LOC100996732	1.35159233333333	7.4123744	6.54034154255646	5.78509564534202e-07	6.40102236606414e-06
17016486	HIST1H2BL	histone cluster 1, H2bl	1.47509166666666	7.6052	6.53525899322294	5.86047118075892e-07	6.45940590907028e-06
16859132	CYP4F3	cytochrome P450, family 4, subfamily F, polypeptide 3	1.604595	5.310956	6.53357313842436	5.88569273968837e-07	6.48306074802903e-06
16690704	SLC16A4	solute carrier family 16, member 4	1.92070499999999	8.198466	6.52317809849682	6.04366649858001e-07	6.62045660268145e-06
16664078	TOE1	target of EGR1, member 1 (nuclear)	1.01732666666666	9.12893	6.51238823564523	6.21220275245753e-07	6.77903735460348e-06
17005578	HIST1H2BE	histone cluster 1, H2be	1.49813233333333	6.5843304	6.51224115610402	6.21453282638753e-07	6.77903735460348e-06
17051376	TSPAN33	tetraspanin 33	1.271245	6.459434	6.51127956194277	6.22978856699012e-07	6.79308509810461e-06
16717005	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	1.19183233333333	8.7260604	6.50924709386189	6.26215915947996e-07	6.81946114735171e-06
16862563	CEACAM6	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)	3.50068366666666	9.9449872	6.48826989510805	6.60641465778322e-07	7.13567714019693e-06
16793999	PLEK2	pleckstrin 2	1.30090999999999	10.214026	6.47999845697114	6.74738931157481e-07	7.24733399610751e-06
16834056	CDC6	cell division cycle 6	1.76989266666666	8.7687856	6.47297003389842	6.86957930276246e-07	7.36700492119448e-06
16778489	RNU6-57P	RNA, U6 small nuclear 57, pseudogene	1.14755333333333	5.40457	6.45251518372417	7.23814065327459e-07	7.66727624484248e-06
17045838	IGFBP1	insulin-like growth factor binding protein 1	1.751728	6.2218268	6.44839796068339	7.31472215646899e-07	7.73978878845046e-06
16946513	TRPC1	transient receptor potential cation channel, subfamily C, member 1	1.16745033333333	5.2002552	6.44603697722665	7.35900800056792e-07	7.77225506721719e-06
16668079	GPSM2	G-protein signaling modulator 2	1.01144566666666	8.5716684	6.44088490702658	7.45659555760232e-07	7.85499551936359e-06
16963428	MFI2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	1.48299266666666	9.3626496	6.43575338876148	7.55510103270113e-07	7.94119504794844e-06
16826160	SHCBP1	SHC SH2-domain binding protein 1	1.73405099999999	7.8426396	6.4236743798006	7.79222356466523e-07	8.16340429112288e-06
16975737	CNGA1	cyclic nucleotide gated channel alpha 1	1.802956	4.4011876	6.40323269907037	8.21087416408353e-07	8.53936891131061e-06
16951756	SLC4A7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	1.02973666666666	7.40129	6.40134288726123	8.25071382764989e-07	8.56832582123336e-06
16769362	NT5DC3	5'-nucleotidase domain containing 3	1.29472466666666	7.5156968	6.39924234208398	8.29522649155561e-07	8.60204448774055e-06
16844626	KRTAP4-1	keratin associated protein 4-1	1.24532966666666	5.2909248	6.38055305638055	8.70217058883515e-07	8.96223185120517e-06
17016360	HIST1H4B,HIST1H4I,HIST1H4A,HIST1H4D,HIST1H4F,HIST1H4K,HIST1H4J,HIST1H4C,HIST1H4H,HIST1H4E,HIST1H4L,HIST2H4A,HIST4H4,HIST2H4B	histone cluster 1, H4b,histone cluster 1, H4i,histone cluster 1, H4a,histone cluster 1, H4d,histone cluster 1, H4f,histone cluster 1, H4k,histone cluster 1, H4j,histone cluster 1, H4c,histone cluster 1, H4h,histone cluster 1, H4e,histone cluster 1, H4l,histone cluster 2, H4a,histone cluster 4, H4,histone cluster 2, H4b	1.36032133333333	5.3238588	6.37669322209113	8.78871033725744e-07	9.02857481571765e-06
16774303	RGCC	regulator of cell cycle	1.11478433333333	4.9529296	6.36338608848715	9.09382207678984e-07	9.29854699040118e-06
16683712	AUNIP	aurora kinase A and ninein interacting protein	1.25592933333333	5.9068116	6.36234969562938	9.11803179768991e-07	9.31330176718638e-06
16708880	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1	1.55489866666666	6.6163312	6.35159271774278	9.37320896412272e-07	9.53448110737728e-06
17012379	CENPW	centromere protein W	1.313176	6.0491576	6.32330657965433	1.00793764112886e-06	1.01465012224843e-05
17016490	HIST1H2AJ	histone cluster 1, H2aj	1.58701433333333	4.3554836	6.3193278299029	1.01829513329436e-06	1.02291398252766e-05
16871124	ANKRD27	ankyrin repeat domain 27 (VPS9 domain)	1.03304899999999	8.9278104	6.31003206820795	1.04291705336247e-06	1.04258499741738e-05
17044521	HOXA11-AS	HOXA11 antisense RNA	1.104678	5.6613888	6.30563393725318	1.05477627385866e-06	1.05216143044232e-05
16785387	PPP1R36	protein phosphatase 1, regulatory subunit 36	1.15291666666666	6.17801	6.30035693454284	1.06918613014176e-06	1.06430587289268e-05
16845826	PLCD3	phospholipase C, delta 3	1.21627066666666	10.5400784	6.28283368982802	1.11848612711992e-06	1.10990031836363e-05
16691640	REG4	regenerating islet-derived family, member 4	3.57829799999999	10.7517048	6.27289371708138	1.1474706618175e-06	1.13472098779731e-05
16873528	LOC645553	uncharacterized LOC645553	1.85434933333333	4.0529656	6.27033253179826	1.15506172189346e-06	1.14064840417471e-05
16850663	DLGAP1-AS2	DLGAP1 antisense RNA 2	1.94431433333333	8.0270456	6.26674141450795	1.16579129599417e-06	1.1492578169516e-05
16679411	EXO1	exonuclease 1	1.766181	6.9754856	6.26631831918978	1.16706206693057e-06	1.15011370093617e-05
16714399	LINC01468	long intergenic non-protein coding RNA 1468	1.075931	4.8584416	6.26450838488851	1.1725141113196e-06	1.15389444182879e-05
16960922	RARRES1	retinoic acid receptor responder (tazarotene induced) 1	1.40244	6.982538	6.26025295072865	1.18543475993955e-06	1.16500466655359e-05
16720507	MUC2	mucin 2, oligomeric mucus/gel-forming	3.32480033333333	7.7372892	6.25971870916088	1.18706703818581e-06	1.1662076414694e-05
17060840	MOGAT3	monoacylglycerol O-acyltransferase 3	2.05127133333333	6.8526108	6.24658173585987	1.22793033439525e-06	1.20057295425523e-05
17024002	MTFR2	mitochondrial fission regulator 2	1.14450066666666	5.6955484	6.23081210424695	1.27887309187368e-06	1.2435818754044e-05
17122474	MIR4435-2HG,LINC00152	MIR4435-2 host gene,long intergenic non-protein coding RNA 152	1.235395	6.246286	6.21758849925235	1.32324124470232e-06	1.27974540013204e-05
16714998	DNA2	DNA replication helicase/nuclease 2	1.40000233333333	7.6075984	6.21443122409424	1.33406359890209e-06	1.28781665632268e-05
16815735	ABAT	4-aminobutyrate aminotransferase	1.09117666666666	8.307718	6.17261443635149	1.48616974954521e-06	1.40683842196015e-05
17009482	CENPQ	centromere protein Q	1.20760866666666	6.9628272	6.16653936836536	1.50968657252363e-06	1.42344012179629e-05
17080595	DSCC1	DNA replication and sister chromatid cohesion 1	1.55547933333333	7.0108396	6.14792648428575	1.58411398250953e-06	1.48176204490247e-05
